sample	GCA_011800805.1_ASM1180080v1_genomic	leech_0.001_1	leech_0.001_2	leech_0.001_4	leech_0.001_8	leech_0.003_1	leech_0.003_2	leech_0.003_4	leech_0.003_8	leech_0.005_1	leech_0.005_2	leech_0.005_4	leech_0.005_8	leech_0.007_1	leech_0.007_2	leech_0.007_4	leech_0.007_8	leech_0.01_1	leech_0.01_2	leech_0.01_4	leech_0.01_8	leech_0.1_1	leech_0.1_2	leech_0.1_4	leech_0.1_8	leech_0.2_1	leech_0.2_2	leech_0.2_4	leech_0.2_8	leech_genome_1	leech_genome_2	leech_genome_4	leech_genome_8
leech_0.005_2	0.004913043506587722	0.005859451314736863	0.005660493875793815	0.00572115960464159	0.005940642397932239	0.0073385709323566806	0.0077678811035053474	0.007532649356922105	0.007930042147167193	0	0.0	0	0	0.0112123263025673	0.011619945040694857	0.011521589740870142	0.011808711544162298	0.014371651616468584	0.014425576613748992	0.014462619170057534	0.014870639724060664	0.10070025258305093	0.10042640268073677	0.0995438134277905	0.10046388995487066	0.1883969359181863	0.19364701577548604	0.19042198997794646	0.19056385945432275	0.004827635938221775	0.004698089368922909	0.004714204419904444	0.004949525521503517
leech_0.005_4	0.00513568560282518	0.006048554551276286	0.005813246152224227	0.00583131016115046	0.006134744319781116	0.007480505877983434	0.00774615489082342	0.00762198588754337	0.008020467287143118	0	0	0.0	3.998139622196639e-05	0.011398489154791358	0.01165001707682689	0.011621931334609648	0.011915519925583595	0.0142988801609234	0.014433119729529098	0.014451982112483441	0.014816091130117726	0.1013300658355274	0.10141267548867461	0.1002030731540745	0.10141957546339064	0.18589765049056028	0.1915772327992542	0.19016527044521658	0.18932529405639786	0.0048460968723852416	0.0048760452002835075	0.004856215218810078	0.005077450977768572
leech_0.005_8	0.005174335980459466	0.006223404344892103	0.006033136941381856	0.006063421142377123	0.006237605176356187	0.007750333081632976	0.008016129202576439	0.00788028531716034	0.008184907562650556	2.837953959300421e-05	0	3.998139622196639e-05	0.0	0.011750406438749916	0.01196832833393302	0.011919548299772487	0.012105646779457246	0.014708047060704277	0.01479739456558149	0.014904107926796972	0.015149109460433796	0.10238910130354739	0.10166774332781103	0.10111588633798685	0.10187681006308458	0.19205144621398473	0.197252186331902	0.19503556289558588	0.19477644492163537	0.005075928220378723	0.005098203360551223	0.005047733503062979	0.005225435502267395
leech_0.007_1	0.0067106627624428095	0.007287846579492108	0.007453821894555235	0.007609136378620818	0.007866086540857298	0.009135782139469195	0.009487327110119681	0.00936092559991386	0.00980609420041656	0.011362737075420126	0.0112123263025673	0.011398489154791358	0.011750406438749916	0.0	0	0	6.322593787955189e-05	0.015909839164919837	0.01623901339741296	0.01635693997644272	0.016730675513608406	0.10159149550935032	0.10151379760491075	0.10063802227373042	0.10236367991931661	0.18693772752022975	0.1884993424656346	0.188969255441496	0.18694283674552137	0.006495229197953867	0.006641510796941308	0.006471762723856411	0.006898870299006377
leech_0.007_2	0.006947416839637843	0.007784181851268612	0.007661291708072504	0.007711424866912453	0.008001514062151105	0.009450770237868111	0.009713707648715708	0.009489657260581374	0.009959868125323568	0.011716518308790502	0.011619945040694857	0.01165001707682689	0.01196832833393302	0	0.0	0	6.590141646445336e-05	0.016213932068168457	0.01624111592078359	0.016279911625266097	0.016749327632397226	0.10334792542515958	0.10237080451254954	0.10129055204667547	0.10264046403402316	0.19315030515431575	0.19512788318106722	0.19372049573163574	0.19481896057016057	0.006654008704852998	0.006752491767935798	0.006652485301258615	0.006986210046194041
leech_0.007_4	0.00702864871157427	0.007907842985850788	0.007647499989785311	0.007739651423213534	0.007966430870388064	0.009606408890659779	0.009619051584936256	0.009570241532048662	0.009914976291758637	0.011507288064662946	0.011521589740870142	0.011621931334609648	0.011919548299772487	0	0	0.0	0	0.01632015081921845	0.016391845400791305	0.016382173620385854	0.016661672495806634	0.10304100110996672	0.10233426065317919	0.10173587167651676	0.10284087298491473	0.18801659505035173	0.1922595281795254	0.19018940893040226	0.1917439915994551	0.006735038705439678	0.006762282614574677	0.006716837445781443	0.0069737220047640935
leech_0.007_8	0.007099303407923974	0.008084169192605573	0.007860952187013992	0.00793702414295172	0.008145452820294774	0.009789862193045784	0.009942944360928463	0.009824053614830741	0.01011751398051064	0.011910700253075168	0.011808711544162298	0.011915519925583595	0.012105646779457246	6.322593787955189e-05	6.590141646445336e-05	0	0.0	0.01667996224376811	0.016702181232170155	0.01670567734894257	0.017038618832454167	0.10410974083326374	0.10373939593877535	0.10265946856283281	0.10390883264194761	0.19472295810775464	0.1966292807029434	0.19503634293695415	0.1965979812590366	0.007028333223123573	0.0069509938405952765	0.006938251550144159	0.007161160496740759
leech_0.01_1	0.009666428199654797	0.010472348309731427	0.010538463083958893	0.01045691728666398	0.010781404392554927	0.01200519166361147	0.012316847096403793	0.012301705200401747	0.012786286708620476	0.014146949418831878	0.014371651616468584	0.0142988801609234	0.014708047060704277	0.015909839164919837	0.016213932068168457	0.01632015081921845	0.01667996224376811	0.0	0	0	0.00011545571058879656	0.10321458711725495	0.1034074606645542	0.1023225868586004	0.10353645754467644	0.1941931718953045	0.1950632810267232	0.19480071401528387	0.19090153668153098	0.009356765396138389	0.009493609986173546	0.009557572247606672	0.009832725059367609
leech_0.01_2	0.009841632800928646	0.010537733684355843	0.010582624934519225	0.01059398244260501	0.01084155186456015	0.012342296123953544	0.012584936850077777	0.012445304711125038	0.01286066906623573	0.014133139692392271	0.014425576613748992	0.014433119729529098	0.01479739456558149	0.01623901339741296	0.01624111592078359	0.016391845400791305	0.016702181232170155	0	0.0	0	1.683694663778823e-05	0.10632366025959084	0.10540984034380407	0.10471413263088125	0.10544891315776972	0.19404983729178849	0.1975417712752826	0.19593682501194165	0.19725230675280825	0.00951556668349951	0.009689357137088184	0.009631432694843678	0.009854243473623514
leech_0.01_4	0.010116223117780154	0.010670233405125296	0.01068249361147211	0.010676806525105609	0.01100820797263835	0.01251158972558808	0.012636159011813253	0.012470191337156322	0.013017080847825935	0.014355783733705052	0.014462619170057534	0.014451982112483441	0.014904107926796972	0.01635693997644272	0.016279911625266097	0.016382173620385854	0.01670567734894257	0	0	0.0	1.0316446159785997e-05	0.10484635405614462	0.10390379403773675	0.1033064241951287	0.1040954106686115	0.19278948187997735	0.19583580098886377	0.19673397169258366	0.19494326499473302	0.00963149202431246	0.009746188955477186	0.009687212600955508	0.010032574244177583
leech_0.01_8	0.010144232073159176	0.010911107780946394	0.010983597589505512	0.010968579322854999	0.011151872798288998	0.01272470244583368	0.012967802910357928	0.012822638654297114	0.013164902367419962	0.014775686256373488	0.014870639724060664	0.014816091130117726	0.015149109460433796	0.016730675513608406	0.016749327632397226	0.016661672495806634	0.017038618832454167	0.00011545571058879656	1.683694663778823e-05	1.0316446159785997e-05	0.0	0.10623106860235765	0.1058698123159495	0.1045374643767808	0.10581439002873338	0.19691056162987208	0.19921662938105789	0.19801933129715554	0.19755574075214222	0.009984997270017892	0.010088757816239746	0.0099771877722995	0.010170843670423202
leech_0.1_1	0.09826747151096527	0.09760996865200633	0.09735936733349293	0.09795087007857572	0.09882736854380059	0.09709744973205758	0.10006326182646441	0.09912553201238672	0.10013326773814313	0.09982737440025968	0.10070025258305093	0.1013300658355274	0.10238910130354739	0.10159149550935032	0.10334792542515958	0.10304100110996672	0.10410974083326374	0.10321458711725495	0.10632366025959084	0.10484635405614462	0.10623106860235765	0.0	0	0	7.993078450463376e-05	0.21084659248533633	0.21271660004128345	0.20907182220435838	0.20805864442173838	0.09726037618652605	0.09686470320010943	0.09717026577594012	0.09805194373078441
leech_0.1_2	0.09819642444913301	0.09777086213850361	0.09703550530451566	0.0975131752202032	0.0985005026163317	0.0980908432698322	0.09957527676138334	0.09853676872387485	0.10015520565370817	0.10005878687640146	0.10042640268073677	0.10141267548867461	0.10166774332781103	0.10151379760491075	0.10237080451254954	0.10233426065317919	0.10373939593877535	0.1034074606645542	0.10540984034380407	0.10390379403773675	0.1058698123159495	0	0.0	0	9.899554566139557e-05	0.2127464910772514	0.21447979380803395	0.2186315615470723	0.21438958022659793	0.09572825060495238	0.09633283492939526	0.09679351712479745	0.0979254930097474
leech_0.1_4	0.09762204179196321	0.09799144599122922	0.09676987489458644	0.096651591143193	0.09801823998979253	0.09819712663349445	0.09947987887363319	0.09838519927392586	0.09974410305631198	0.09858442444002591	0.0995438134277905	0.1002030731540745	0.10111588633798685	0.10063802227373042	0.10129055204667547	0.10173587167651676	0.10265946856283281	0.1023225868586004	0.10471413263088125	0.1033064241951287	0.1045374643767808	0	0	0.0	0.00010941730903857305	0.20909110334808645	0.2137155184062599	0.21250781141126762	0.2151477983883563	0.09502806924829299	0.09547698869713905	0.09584716027236484	0.0971823395888991
leech_0.1_8	0.09851206747868513	0.0986641986764969	0.09770570016175073	0.09791295777111708	0.09907481204336421	0.09907073868246619	0.10021476149723507	0.09935935333237988	0.10054590978704037	0.10020965772739332	0.10046388995487066	0.10141957546339064	0.10187681006308458	0.10236367991931661	0.10264046403402316	0.10284087298491473	0.10390883264194761	0.10353645754467644	0.10544891315776972	0.1040954106686115	0.10581439002873338	7.993078450463376e-05	9.899554566139557e-05	0.00010941730903857305	0.0	0.2131857495819096	0.21320050487858633	0.21396904954512663	0.2148125970753807	0.09693391937985119	0.09648075124973388	0.09703975837395962	0.09817429434568736
leech_0.2_1	0.19221466137787147	0.18953780848535062	0.18565112255598093	0.18797562357384023	0.1914249668861845	0.18864608474762756	0.1884101566291645	0.18873439427118088	0.19270568780205588	0.1932208315149868	0.1883969359181863	0.18589765049056028	0.19205144621398473	0.18693772752022975	0.19315030515431575	0.18801659505035173	0.19472295810775464	0.1941931718953045	0.19404983729178849	0.19278948187997735	0.19691056162987208	0.21084659248533633	0.2127464910772514	0.20909110334808645	0.2131857495819096	0.0	5.928335768290438e-05	0.00011097604310728038	0.00017314574881155398	0.18949872429806125	0.18769656701660375	0.18797751057428902	0.19143547615290146
leech_0.2_2	0.19636159132721198	0.19335027316985676	0.19027208850664212	0.18967095613806972	0.19426751902495365	0.19703139052991658	0.1902695524763759	0.19093441281586032	0.19484267360758556	0.1980354207232351	0.19364701577548604	0.1915772327992542	0.197252186331902	0.1884993424656346	0.19512788318106722	0.1922595281795254	0.1966292807029434	0.1950632810267232	0.1975417712752826	0.19583580098886377	0.19921662938105789	0.21271660004128345	0.21447979380803395	0.2137155184062599	0.21320050487858633	5.928335768290438e-05	0.0	3.427698054092598e-05	0.00018654146207119915	0.18645844372154197	0.189641163589524	0.1896692836758539	0.19542529226685612
leech_0.2_4	0.19551743451701897	0.18981494778650498	0.18921884510617104	0.19014787175625136	0.1928661719311452	0.19483942726905368	0.1880536806740699	0.1907530952474059	0.19339222334381556	0.19675232172123414	0.19042198997794646	0.19016527044521658	0.19503556289558588	0.188969255441496	0.19372049573163574	0.19018940893040226	0.19503634293695415	0.19480071401528387	0.19593682501194165	0.19673397169258366	0.19801933129715554	0.20907182220435838	0.2186315615470723	0.21250781141126762	0.21396904954512663	0.00011097604310728038	3.427698054092598e-05	0.0	0.0001317719133779871	0.18902046623173274	0.18981654367484913	0.18956937935026064	0.19392661944552825
leech_0.2_8	0.19556249582761354	0.19222231827260783	0.1900895790843019	0.1902393862812276	0.19348721961389215	0.19349089267687325	0.19008705254922564	0.19122586702697497	0.19522373857465558	0.19484795096190077	0.19056385945432275	0.18932529405639786	0.19477644492163537	0.18694283674552137	0.19481896057016057	0.1917439915994551	0.1965979812590366	0.19090153668153098	0.19725230675280825	0.19494326499473302	0.19755574075214222	0.20805864442173838	0.21438958022659793	0.2151477983883563	0.2148125970753807	0.00017314574881155398	0.00018654146207119915	0.0001317719133779871	0.0	0.18699850555836783	0.18960874997845634	0.1888499572205885	0.19477950352568685
leech_genome_1	0	0.0008017719506417942	0.0007900321897805762	0.0007549358611744772	0.0010137444790827566	0.0025384324611987807	0.002664046767030026	0.0025190847103742087	0.0029517905652329812	0.004480386954264226	0.004827635938221775	0.0048460968723852416	0.005075928220378723	0.006495229197953867	0.006654008704852998	0.006735038705439678	0.007028333223123573	0.009356765396138389	0.00951556668349951	0.00963149202431246	0.009984997270017892	0.09726037618652605	0.09572825060495238	0.09502806924829299	0.09693391937985119	0.18949872429806125	0.18645844372154197	0.18902046623173274	0.18699850555836783	0.0	0	0	2.581137255952548e-05
leech_genome_2	2.3116205313034044e-05	0.0008727409662997454	0.0009280501997074309	0.0009203995417917943	0.0010884271811300028	0.0027449968846857686	0.0028503550685894385	0.0027371612054216676	0.003060360760576364	0.004640627792693808	0.004698089368922909	0.0048760452002835075	0.005098203360551223	0.006641510796941308	0.006752491767935798	0.006762282614574677	0.0069509938405952765	0.009493609986173546	0.009689357137088184	0.009746188955477186	0.010088757816239746	0.09686470320010943	0.09633283492939526	0.09547698869713905	0.09648075124973388	0.18769656701660375	0.189641163589524	0.18981654367484913	0.18960874997845634	0	0.0	0	8.872386056324455e-05
leech_genome_4	9.290858351196363e-05	0.001002079472053885	0.0009084738875902998	0.0008834044874324043	0.001058061739965921	0.002667189410464177	0.0028389426253241368	0.0027242777697983334	0.002992915539284824	0.004688200127888287	0.004714204419904444	0.004856215218810078	0.005047733503062979	0.006471762723856411	0.006652485301258615	0.006716837445781443	0.006938251550144159	0.009557572247606672	0.009631432694843678	0.009687212600955508	0.0099771877722995	0.09717026577594012	0.09679351712479745	0.09584716027236484	0.09703975837395962	0.18797751057428902	0.1896692836758539	0.18956937935026064	0.1888499572205885	0	0	0.0	3.378965759559538e-05
leech_genome_8	0.00012223150710033437	0.0011926845831495836	0.0010291105853319493	0.0010288854787841029	0.0012093405600120954	0.002869378792561439	0.0030639343383785933	0.0029249393514860778	0.0031738717525010562	0.005012459803515834	0.004949525521503517	0.005077450977768572	0.005225435502267395	0.006898870299006377	0.006986210046194041	0.0069737220047640935	0.007161160496740759	0.009832725059367609	0.009854243473623514	0.010032574244177583	0.010170843670423202	0.09805194373078441	0.0979254930097474	0.0971823395888991	0.09817429434568736	0.19143547615290146	0.19542529226685612	0.19392661944552825	0.19477950352568685	2.581137255952548e-05	8.872386056324455e-05	3.378965759559538e-05	0.0
