sample	GCA_003864495.1_NemNom1.0_genomic	nematode_0.001_1	nematode_0.001_2	nematode_0.001_4	nematode_0.001_8	nematode_0.003_1	nematode_0.003_2	nematode_0.003_4	nematode_0.003_8	nematode_0.005_1	nematode_0.005_2	nematode_0.005_4	nematode_0.005_8	nematode_0.007_1	nematode_0.007_2	nematode_0.007_4	nematode_0.007_8	nematode_0.01_1	nematode_0.01_2	nematode_0.01_4	nematode_0.01_8	nematode_0.1_1	nematode_0.1_2	nematode_0.1_4	nematode_0.1_8	nematode_0.2_1	nematode_0.2_2	nematode_0.2_4	nematode_0.2_8	nematode_genome_1	nematode_genome_2	nematode_genome_4	nematode_genome_8
nematode_0.01_8	0.010555015935227119	0.011099120380153815	0.010848602061035106	0.010424054529050153	0.011613683274067754	0.012854730239070689	0.012872842996012879	0.012531607970225678	0.013596093002748444	0.01466997218520294	0.014621646074896466	0.014480207563944858	0.015419341245763607	0.016720146488755527	0.016791944542974946	0.016597998586605267	0.017468757700044635	0.00023447022847078447	2.6329178504425066e-05	0	0.0	0.10061547684415217	0.10250584928926765	0.10175987699117606	0.1027508404675248	0.18860005676243907	0.19547842144911165	0.19620606200196156	0.19567740577764614	0.010195167194250954	0.009880991760167657	0.009314769699311665	0.010629635154391193
nematode_0.1_1	0.09558940680760653	0.09221293055346091	0.09195374577197402	0.09131928849230286	0.09476832554696035	0.09310450541795845	0.09331317769387115	0.09296104845186737	0.09592849120975444	0.09466806755142299	0.09481604374098873	0.09471138179359817	0.09747741455627201	0.09457463675276412	0.09571777794123926	0.09537768886651488	0.0982316940575565	0.0959650343093773	0.09814516025775655	0.09708154996065643	0.10061547684415217	0.0	0	0	6.787968540655775e-05	0.22029561192127411	0.22399588829058348	0.23384920918352425	0.22564240843013184	0.09219967557133446	0.0910134590549394	0.09122227936030514	0.09425612817445128
nematode_0.1_2	0.09756415207873859	0.09436554087327709	0.09412152218488767	0.09350912006405165	0.09688198974566253	0.09498447033741264	0.09509622470109569	0.09495537377537566	0.09756588463276394	0.09622784990791011	0.09717970317765434	0.09700294115653851	0.09921887472616864	0.09570443509328252	0.09725227391806768	0.09733134345614625	0.10006143423719671	0.09877228153597273	0.10111181243074585	0.09938485499040994	0.10250584928926765	0	0.0	0	7.549398744366442e-05	0.22394786480490514	0.2263616258725818	0.22713662067741214	0.22845736754596013	0.09353726871890045	0.09301955491717884	0.09325198634185206	0.09602217230191812
nematode_0.1_4	0.09742078505928708	0.09418603599638631	0.09448376981024165	0.09237524630422833	0.09641697604042221	0.09465526688497539	0.09457960649386055	0.09417336228032724	0.097276781409813	0.0960155358084076	0.09624811112468712	0.0957741231631869	0.0986534389893522	0.09576986362076179	0.09650032501729322	0.09615702716901153	0.09937081959917982	0.09759369743494284	0.09980743230723477	0.09852379065320549	0.10175987699117606	0	0	0.0	6.066281935424023e-05	0.22107560169132046	0.2225762037520923	0.23133120689228692	0.2292262387802958	0.09312366044133402	0.0929333160162904	0.0919348784140237	0.0956196113985549
nematode_0.1_8	0.09754608888592742	0.09434259669842027	0.0949095236805424	0.09363200319129827	0.09693911861935822	0.09544315024866323	0.0955749211744662	0.09502792204961186	0.0979711894701506	0.0967623867240256	0.09724362212774751	0.09698044810301987	0.09952864597474487	0.09640739814347521	0.09788250372686713	0.09743307383407751	0.10030898264577937	0.09892245828056612	0.10128237983552968	0.09946249592880596	0.1027508404675248	6.787968540655775e-05	7.549398744366442e-05	6.066281935424023e-05	0.0	0.2195766912152105	0.23064221404150775	0.2337651496274199	0.23126889490846492	0.09330117359163215	0.09366786181724096	0.09307864528892329	0.09609953432511842
nematode_0.2_1	0.18821259837381576	0.18254823775707119	0.18817997243246987	0.17938670072491647	0.1865145161987366	0.18119762527061878	0.18612480907079154	0.1836692155251045	0.1891999729620749	0.1866757987827885	0.18417341733834225	0.18948476736299913	0.18919036801481237	0.18043569299980233	0.18899882479933505	0.18519537166759426	0.1886169782779098	0.18165591229733313	0.1862031448968382	0.18155769424580048	0.18860005676243907	0.22029561192127411	0.22394786480490514	0.22107560169132046	0.2195766912152105	0.0	9.67954009505334e-05	0.00017112218111836608	0.0002704418308999701	0.1839377850146623	0.18674769630079047	0.17875343571296942	0.18601408670431496
nematode_0.2_2	0.19641345874423255	0.18768283187068824	0.19414614952355924	0.18699989915677784	0.19268516617569686	0.1913149168317494	0.19205173329458913	0.19076534631554165	0.19668628597541404	0.19124049970634704	0.19345972571514625	0.1958784692142843	0.1973106676020122	0.19118989564441136	0.19738260498843796	0.19095592146668394	0.19668640461126619	0.1903806060382912	0.19502949503933498	0.18979850744114557	0.19547842144911165	0.22399588829058348	0.2263616258725818	0.2225762037520923	0.23064221404150775	9.67954009505334e-05	0.0	2.2889267462078422e-05	8.190887032988314e-05	0.19476648289600518	0.19339775230595668	0.18526309771061855	0.19268613468639806
nematode_0.2_4	0.1938888739061998	0.1895346248940385	0.19278973540121191	0.18554461160259772	0.19084627983688907	0.19182332662136192	0.190856923512568	0.1918622879902273	0.19502830039849595	0.19343416392101886	0.19424719041596528	0.19133333267447927	0.19801746466794212	0.19170731028017074	0.19429057410966288	0.1901948604802799	0.19619697875271003	0.19009939431807044	0.19433359790994664	0.1909002019251722	0.19620606200196156	0.23384920918352425	0.22713662067741214	0.23133120689228692	0.2337651496274199	0.00017112218111836608	2.2889267462078422e-05	0.0	4.965133597945037e-05	0.19110279843646227	0.19277344058848822	0.18352385826054385	0.19132865304759195
nematode_0.2_8	0.19425626261799234	0.18854668004888453	0.19286280590721805	0.18615945955554603	0.19187064171425738	0.19197793871150282	0.1913290622254733	0.19137773266565328	0.1952283484264522	0.1912902166312127	0.1923720430313507	0.1936135032809192	0.1961387158836453	0.19063987342653643	0.19462979509269962	0.19156820425393328	0.19434837090240575	0.18944866912526603	0.1935411732985951	0.18971417071696095	0.19567740577764614	0.22564240843013184	0.22845736754596013	0.2292262387802958	0.23126889490846492	0.0002704418308999701	8.190887032988314e-05	4.965133597945037e-05	0.0	0.1914539381877609	0.19126752222600485	0.18404297792135638	0.1914797740344657
nematode_genome_1	8.054765583342949e-05	0.00044029975108239583	0.00039765149011627976	0.0002055244620139396	0.001365637611542847	0.001989480066960869	0.0023876999755318984	0.002361428954526845	0.003422415983103888	0.003757710041381479	0.004208126240405674	0.004354391600393526	0.005252463473438329	0.005766858872336189	0.006522845888545459	0.006386086439821859	0.0072998195189514226	0.008824276786683516	0.009181627607720455	0.009424177654828614	0.010195167194250954	0.09219967557133446	0.09353726871890045	0.09312366044133402	0.09330117359163215	0.1839377850146623	0.19476648289600518	0.19110279843646227	0.1914539381877609	0.0	0	0	0.00039588814173907583
nematode_genome_2	0	0.0003029092910497022	0.00024961774655729574	5.2156171419848185e-05	0.0010603753832491014	0.002119977847413801	0.0022059465528628808	0.0021226189150160835	0.0029978764646152456	0.0038939822749429753	0.004115710375102499	0.0040360902065667	0.004882509622949005	0.006046215066142335	0.006204359001700133	0.006261343972076006	0.006997680357135216	0.00884307034607923	0.009207726170487485	0.00922001042020626	0.009880991760167657	0.0910134590549394	0.09301955491717884	0.0929333160162904	0.09366786181724096	0.18674769630079047	0.19339775230595668	0.19277344058848822	0.19126752222600485	0	0.0	0	7.000023234837727e-06
nematode_genome_4	0	2.5941851834465623e-05	0	0	0.0005832291492635644	0.0017787134715948616	0.0019285962778458066	0.0018946072932694014	0.002528660362274393	0.0034830938721120974	0.00371769780286757	0.003818532552719467	0.004444369631490086	0.005704680115168004	0.005846934534826209	0.005954319041741485	0.006445848370446483	0.008309043045109155	0.00854726178627585	0.008940647989885808	0.009314769699311665	0.09122227936030514	0.09325198634185206	0.0919348784140237	0.09307864528892329	0.17875343571296942	0.18526309771061855	0.18352385826054385	0.18404297792135638	0	0	0.0	0
nematode_genome_8	0.0003071460502552803	0.001482895493287173	0.001086102928107957	0.0006582890020925269	0.0015314854908896613	0.0031917804648923243	0.0030493834491645	0.0028960755984704933	0.0035568036387345625	0.0049825370135095914	0.004984776138047042	0.004884075835410617	0.0055287609574492524	0.007060992567978541	0.0072552721402019404	0.00707243710472405	0.007605560962770319	0.010029085455264153	0.010049984950655455	0.01014115171963803	0.010629635154391193	0.09425612817445128	0.09602217230191812	0.0956196113985549	0.09609953432511842	0.18601408670431496	0.19268613468639806	0.19132865304759195	0.1914797740344657	0.00039588814173907583	7.000023234837727e-06	0	0.0
